image_path,breed,is_calf,fold
Sahiwal/Sahiwal_245.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_247.jpeg,Sahiwal,0,3
Sahiwal/Sahiwal_249.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_250.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_252.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_254.png,Sahiwal,0,0
Sahiwal/Sahiwal_256.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_258.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_26.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_263.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_265.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_267.jpg,Sahiwal,0,2
Sahiwal/Sahiwal_269.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_270.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_272.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_274.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_276.jpg,Sahiwal,0,2
Sahiwal/Sahiwal_278.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_28.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_281.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_283.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_285.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_287.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_289.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_290.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_292.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_294.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_296.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_298.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_3.JPG,Sahiwal,0,1
Sahiwal/Sahiwal_300.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_302.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_304.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_306.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_308.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_31.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_311.jpg,Sahiwal,0,2
Sahiwal/Sahiwal_313.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_315.png,Sahiwal,0,1
Sahiwal/Sahiwal_317.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_319.jpg,Sahiwal,0,2
Sahiwal/Sahiwal_320.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_322.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_324.jpg,Sahiwal,0,2
Sahiwal/Sahiwal_326.png,Sahiwal,0,2
Sahiwal/Sahiwal_328.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_33.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_331.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_333.jpg,Sahiwal,0,2
Sahiwal/Sahiwal_335.png,Sahiwal,0,1
Sahiwal/Sahiwal_337.png,Sahiwal,0,1
Sahiwal/Sahiwal_339.png,Sahiwal,0,4
Sahiwal/Sahiwal_341.png,Sahiwal,0,4
Sahiwal/Sahiwal_343.png,Sahiwal,0,1
Sahiwal/Sahiwal_345.png,Sahiwal,0,1
Sahiwal/Sahiwal_347.png,Sahiwal,0,1
Sahiwal/Sahiwal_349.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_350.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_352.png,Sahiwal,0,1
Sahiwal/Sahiwal_354.png,Sahiwal,0,4
Sahiwal/Sahiwal_356.png,Sahiwal,0,4
Sahiwal/Sahiwal_358.png,Sahiwal,0,4
Sahiwal/Sahiwal_36.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_361.png,Sahiwal,0,2
Sahiwal/Sahiwal_363.png,Sahiwal,0,1
Sahiwal/Sahiwal_365.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_367.png,Sahiwal,0,2
Sahiwal/Sahiwal_369.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_370.png,Sahiwal,0,3
Sahiwal/Sahiwal_372.png,Sahiwal,0,0
Sahiwal/Sahiwal_374.jpg,Sahiwal,0,2
Sahiwal/Sahiwal_376.png,Sahiwal,0,2
Sahiwal/Sahiwal_378.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_38.png,Sahiwal,0,2
Sahiwal/Sahiwal_381.png,Sahiwal,0,1
Sahiwal/Sahiwal_383.png,Sahiwal,0,1
Sahiwal/Sahiwal_385.png,Sahiwal,0,3
Sahiwal/Sahiwal_387.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_389.png,Sahiwal,0,3
Sahiwal/Sahiwal_390.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_392.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_394.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_396.jpg,Sahiwal,0,2
Sahiwal/Sahiwal_398.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_4.JPG,Sahiwal,0,4
Sahiwal/Sahiwal_400.png,Sahiwal,0,0
Sahiwal/Sahiwal_402.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_406.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_408.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_41.jpg,Sahiwal,0,2
Sahiwal/Sahiwal_411.png,Sahiwal,0,2
Sahiwal/Sahiwal_413.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_415.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_417.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_419.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_420.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_422.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_424.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_426.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_428.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_43.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_431.jpg,Sahiwal,0,2
Sahiwal/Sahiwal_433.jpeg,Sahiwal,0,1
Sahiwal/Sahiwal_435.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_437.jpg,Sahiwal,0,2
Sahiwal/Sahiwal_439.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_440.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_442.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_444.jpg,Sahiwal,0,2
Sahiwal/Sahiwal_446.jpg,Sahiwal,0,2
Sahiwal/Sahiwal_46.jpg,Sahiwal,0,2
Sahiwal/Sahiwal_48.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_5.JPG,Sahiwal,0,1
Sahiwal/Sahiwal_51.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_53.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_55.jpg,Sahiwal,0,2
Sahiwal/Sahiwal_57.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_59.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_60.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_62.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_64.jpg,Sahiwal,0,2
Sahiwal/Sahiwal_66.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_68.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_7.JPG,Sahiwal,0,1
Sahiwal/Sahiwal_71.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_73.png,Sahiwal,0,2
Sahiwal/Sahiwal_75.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_77.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_79.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_80.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_82.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_84.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_86.jpg,Sahiwal,0,1
Sahiwal/Sahiwal_88.jpg,Sahiwal,0,2
Sahiwal/Sahiwal_9.JPG,Sahiwal,0,2
Sahiwal/Sahiwal_91.jpg,Sahiwal,0,2
Sahiwal/Sahiwal_93.jpg,Sahiwal,0,0
Sahiwal/Sahiwal_95.jpg,Sahiwal,0,3
Sahiwal/Sahiwal_97.jpg,Sahiwal,0,4
Sahiwal/Sahiwal_99.jpg,Sahiwal,0,2
Kankrej/Kankrej_10.jpg,Kankrej,0,2
Kankrej/Kankrej_101.jpg,Kankrej,0,2
Kankrej/Kankrej_103.jpg,Kankrej,0,1
Kankrej/Kankrej_105.jpg,Kankrej,0,3
Kankrej/Kankrej_107.jpg,Kankrej,0,2
Kankrej/Kankrej_109.jpg,Kankrej,0,4
Kankrej/Kankrej_110.jpg,Kankrej,0,1
Kankrej/Kankrej_112.jpg,Kankrej,0,3
Kankrej/Kankrej_114.jpg,Kankrej,0,3
Kankrej/Kankrej_116.jpg,Kankrej,0,1
Kankrej/Kankrej_118.jpg,Kankrej,0,0
Kankrej/Kankrej_12.jpg,Kankrej,0,3
Kankrej/Kankrej_121.jpg,Kankrej,0,0
Kankrej/Kankrej_123.png,Kankrej,0,1
Kankrej/Kankrej_125.jpg,Kankrej,0,0
Kankrej/Kankrej_127.jpg,Kankrej,0,3
Kankrej/Kankrej_129.jpg,Kankrej,0,4
Kankrej/Kankrej_130.jpg,Kankrej,0,3
Kankrej/Kankrej_132.jpg,Kankrej,0,3
Kankrej/Kankrej_134.jpg,Kankrej,0,3
Kankrej/Kankrej_136.png,Kankrej,0,0
Kankrej/Kankrej_138.jpg,Kankrej,0,3
Kankrej/Kankrej_14.jpg,Kankrej,0,4
Kankrej/Kankrej_141.jpg,Kankrej,0,2
Kankrej/Kankrej_143.jpg,Kankrej,0,3
Kankrej/Kankrej_145.jpg,Kankrej,0,1
Kankrej/Kankrej_147.jpg,Kankrej,0,1
Kankrej/Kankrej_149.jpg,Kankrej,0,0
Kankrej/Kankrej_150.jpg,Kankrej,0,4
Kankrej/Kankrej_152.jpg,Kankrej,0,4
Kankrej/Kankrej_154.jpg,Kankrej,0,1
Kankrej/Kankrej_156.jpg,Kankrej,0,2
Kankrej/Kankrej_158.jpg,Kankrej,0,3
Kankrej/Kankrej_16.png,Kankrej,0,4
Kankrej/Kankrej_161.jpg,Kankrej,0,1
Kankrej/Kankrej_163.jpg,Kankrej,0,1
Kankrej/Kankrej_165.jpg,Kankrej,0,3
Kankrej/Kankrej_167.jpg,Kankrej,0,0
Kankrej/Kankrej_169.jpg,Kankrej,0,2
Kankrej/Kankrej_170.jpg,Kankrej,0,4
Kankrej/Kankrej_172.jpg,Kankrej,0,3
Kankrej/Kankrej_174.jpg,Kankrej,0,1
Kankrej/Kankrej_176.jpg,Kankrej,0,4
Kankrej/Kankrej_178.jpg,Kankrej,0,4
Kankrej/Kankrej_18.png,Kankrej,0,3
Kankrej/Kankrej_2.JPG,Kankrej,0,2
Kankrej/Kankrej_21.png,Kankrej,0,4
Kankrej/Kankrej_23.jpg,Kankrej,0,0
Kankrej/Kankrej_27.png,Kankrej,0,0
Kankrej/Kankrej_29.jpg,Kankrej,0,3
Kankrej/Kankrej_30.png,Kankrej,0,3
Kankrej/Kankrej_32.png,Kankrej,0,3
Kankrej/Kankrej_34.png,Kankrej,0,3
Kankrej/Kankrej_36.jpg,Kankrej,0,0
Kankrej/Kankrej_38.png,Kankrej,0,0
Kankrej/Kankrej_4.JPG,Kankrej,0,0
Kankrej/Kankrej_41.jpg,Kankrej,0,2
Kankrej/Kankrej_43.jpg,Kankrej,0,3
Kankrej/Kankrej_45.png,Kankrej,0,1
Kankrej/Kankrej_47.png,Kankrej,0,1
Kankrej/Kankrej_49.jpeg,Kankrej,0,1
Kankrej/Kankrej_50.png,Kankrej,0,4
Kankrej/Kankrej_52.jpg,Kankrej,0,1
Kankrej/Kankrej_54.jpg,Kankrej,0,3
Kankrej/Kankrej_56.jpg,Kankrej,0,4
Kankrej/Kankrej_58.png,Kankrej,0,1
Kankrej/Kankrej_6.jpg,Kankrej,0,2
Kankrej/Kankrej_61.jpg,Kankrej,0,0
Kankrej/Kankrej_63.jpg,Kankrej,0,2
Kankrej/Kankrej_65.png,Kankrej,0,4
Kankrej/Kankrej_67.png,Kankrej,0,4
Kankrej/Kankrej_69.jpg,Kankrej,0,1
Kankrej/Kankrej_70.jpg,Kankrej,0,0
Kankrej/Kankrej_72.png,Kankrej,0,2
Kankrej/Kankrej_74.jpg,Kankrej,0,0
Kankrej/Kankrej_76.png,Kankrej,0,4
Kankrej/Kankrej_78.png,Kankrej,0,1
Kankrej/Kankrej_81.png,Kankrej,0,2
Kankrej/Kankrej_83.jpg,Kankrej,0,4
Kankrej/Kankrej_85.jpg,Kankrej,0,0
Kankrej/Kankrej_87.jpg,Kankrej,0,1
Kankrej/Kankrej_89.jpg,Kankrej,0,3
Kankrej/Kankrej_90.jpg,Kankrej,0,2
Kankrej/Kankrej_92.jpg,Kankrej,0,0
Kankrej/Kankrej_94.png,Kankrej,0,0
Kankrej/Kankrej_96.jpg,Kankrej,0,2
Kankrej/Kankrej_99.jpeg,Kankrej,0,3
Brown_Swiss/Brown_Swiss_10.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_101.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_103.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_105.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_107.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_109.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_110.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_116.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_118.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_12.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_121.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_123.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_125.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_127.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_129.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_130.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_132.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_134.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_136.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_138.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_14.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_141.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_143.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_145.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_147.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_149.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_150.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_152.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_154.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_156.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_158.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_16.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_161.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_163.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_165.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_167.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_169.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_170.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_172.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_174.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_176.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_178.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_18.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_181.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_183.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_185.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_187.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_190.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_192.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_194.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_198.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_2.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_200.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_202.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_204.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_206.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_208.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_21.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_211.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_213.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_215.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_217.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_219.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_220.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_222.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_224.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_23.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_25.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_27.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_29.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_30.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_32.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_34.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_38.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_4.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_41.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_45.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_49.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_50.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_52.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_54.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_56.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_58.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_6.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_61.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_63.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_65.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_67.jpg,Brown_Swiss,0,2
Brown_Swiss/Brown_Swiss_69.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_70.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_72.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_74.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_76.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_78.jpg,Brown_Swiss,0,4
Brown_Swiss/Brown_Swiss_8.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_81.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_83.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_85.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_87.jpg,Brown_Swiss,0,0
Brown_Swiss/Brown_Swiss_89.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_92.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_94.jpg,Brown_Swiss,0,1
Brown_Swiss/Brown_Swiss_96.jpg,Brown_Swiss,0,3
Brown_Swiss/Brown_Swiss_98.jpg,Brown_Swiss,0,1
Nagpuri/Nagpuri_1.JPG,Nagpuri,0,3
Nagpuri/Nagpuri_100.jpg,Nagpuri,0,1
Nagpuri/Nagpuri_102.jpg,Nagpuri,0,4
Nagpuri/Nagpuri_104.jpg,Nagpuri,0,0
Nagpuri/Nagpuri_106.jpg,Nagpuri,0,0
Nagpuri/Nagpuri_109.jpg,Nagpuri,0,2
Nagpuri/Nagpuri_110.jpg,Nagpuri,0,2
Nagpuri/Nagpuri_112.jpg,Nagpuri,0,3
Nagpuri/Nagpuri_114.png,Nagpuri,0,4
Nagpuri/Nagpuri_116.jpg,Nagpuri,0,3
Nagpuri/Nagpuri_119.png,Nagpuri,0,4
Nagpuri/Nagpuri_120.jpg,Nagpuri,0,0
Nagpuri/Nagpuri_122.png,Nagpuri,0,2
Nagpuri/Nagpuri_124.jpg,Nagpuri,0,1
Nagpuri/Nagpuri_126.jpg,Nagpuri,0,2
Nagpuri/Nagpuri_128.jpg,Nagpuri,0,2
Nagpuri/Nagpuri_13.jpg,Nagpuri,0,1
Nagpuri/Nagpuri_132.jpg,Nagpuri,0,2
Nagpuri/Nagpuri_134.jpg,Nagpuri,0,2
Nagpuri/Nagpuri_136.jpg,Nagpuri,0,0
Nagpuri/Nagpuri_138.png,Nagpuri,0,2
Nagpuri/Nagpuri_14.jpg,Nagpuri,0,4
Nagpuri/Nagpuri_141.jpg,Nagpuri,0,1
Nagpuri/Nagpuri_143.jpg,Nagpuri,0,1
Nagpuri/Nagpuri_145.jpg,Nagpuri,0,3
Nagpuri/Nagpuri_147.jpg,Nagpuri,0,3
Nagpuri/Nagpuri_151.jpg,Nagpuri,0,4
Nagpuri/Nagpuri_153.jpg,Nagpuri,0,1
Nagpuri/Nagpuri_156.jpg,Nagpuri,0,4
Nagpuri/Nagpuri_158.jpg,Nagpuri,0,3
Nagpuri/Nagpuri_16.jpg,Nagpuri,0,3
Nagpuri/Nagpuri_162.png,Nagpuri,0,1
Nagpuri/Nagpuri_164.png,Nagpuri,0,2
Nagpuri/Nagpuri_17.png,Nagpuri,0,0
Nagpuri/Nagpuri_171.jpg,Nagpuri,0,0
